"","siteid_07","sampling_event","visit_no","day","month","year","lat","lon","state","EPA_reg","ECO9","HUC2","HUC8","lake_origin","area_km2","perim_km","elevation_m","depthmax_m","SLD","WGT","secchi_m","clear_to_bottom","basinarea_km2","pct_forest","pct_agric","chla_ugL","color_PCU","NTL_ugL","PTL_ugL","NA_mgL","DOC_mgL","cond_uScm","turb_NTU","nutrient_color","siteid_12","UID","WALA_ratio","site_id","sampled_depthmax_m","resampled","Julian.day","precip_5","avgtemp_5","mintemp_5","maxtemp_5","precip_4","avgtemp_4","mintemp_4","maxtemp_4","precip_3","avgtemp_3","mintemp_3","maxtemp_3","precip_2","avgtemp_2","mintemp_2","maxtemp_2","precip_1","avgtemp_1","mintemp_1","maxtemp_1","RelO212","VolT12","SedArea","VoltoSedArea","HypoThick"
"2302","","NLA12_OR-126-2012-1",1,10,9,2012,44.83363547,-121.8137759,"OR","region_10","WMT",17,17090011,"natural",0.1472003292,1.500471325,1299.71,NA,1.1032358794892,13.16103073,4.6,0,3.34800017708431,91.55914,0,1.468,12,130,26,1.34,1.14,22.9,0.66,"blue","NLA12_OR-126",8478,22.7445155542784,"NLA12_OR-126",19.5,0,254,34.85896,14.7855555555556,6.75666666666667,22.8218518518519,26.4265833333333,16.2564814814815,7.91018518518518,24.612037037037,17.3369111111111,17.8456790123457,9.16543209876543,26.5308641975309,5.05036666666667,19.0407407407407,9.92592592592593,28.1462962962963,2.11666666666667,18.7407407407407,9.40740740740741,28.0555555555556,68.1076207070986,5.79930795847751,28082.2910442598,2.82190601268609,8.5
"2303","","NLA12_OR-129-2012-1",1,30,7,2012,43.85416637,-124.1467548,"OR","region_10","WMT",17,17100207,"natural",0.1343488896,3.356220124,19.36,NA,2.58302413696335,13.16103073,3.85,0,3.17250044773192,28.312056,0,2.832,22,171,20,16.25,2.68,117,0.4,"brown","NLA12_OR-129",7560,23.6138940721987,"NLA12_OR-129",8.5,0,212,76.8265333333333,10.8018518518519,3.83185185185185,17.7722222222222,51.1958166666667,12.5921296296296,5.19398148148148,20.0041666666667,40.5553333333333,14.1851851851852,6.42592592592592,21.962962962963,36.83,16.0555555555556,8.11111111111111,24.0277777777778,11.43,19.0555555555556,10.4444444444444,27.6666666666667,99.171062527509,11.8703703703704,4187.40825488543,0.499578163866632,1.5
"2304","","NLA12_OR-133-2012-1",1,20,6,2012,43.59526826,-123.2788429,"OR","region_10","WMT",17,17100303,"man-made",0.1430226557,2.011877518,108.12,NA,1.50070105069421,13.16103073,2.1,0,0.738899977709851,0.974421,12.423873,1.424,15,160,20,0.22,3.22,28.2,1.95,"blue","NLA12_OR-133",1000016,5.16631420451138,"NLA12_OR-133",2.4,0,172,95.9374933333333,6.5262962962963,0.444814814814815,12.6144444444444,95.9442666666667,7.80509259259259,1.43518518518518,14.1736111111111,76.7362222222222,9.42283950617284,2.64567901234568,16.2067901234568,58.1956333333333,10.9064814814815,3.7212962962963,18.1101851851852,57.4886666666667,12.1851851851852,4.87037037037037,19.537037037037,98.4368148849815,16.4,3973.10286668537,0.133324899305099,0.4
"2308","","NLA12_OR-155-2012-1",1,18,7,2012,42.41052213,-122.7698835,"OR","region_10","WMT",17,17100307,"man-made",0.70564614,4.23591425,461.22,NA,1.42248843016158,17.02350715,2.05,0,37.4795878884859,12.834982,6.939775,15.776,5,411,51,6.6,4.59,117.2,3.52,"green","NLA12_OR-155",7250,53.1138565974242,"NLA12_OR-155",10.4,0,200,83.2578133333333,9.42037037037037,2.74,16.1040740740741,67.4962666666667,11.0717592592593,4.0037037037037,18.1486111111111,49.8714888888889,12.7043209876543,5.24382716049383,20.1833333333333,44.1452,14.3333333333333,6.63333333333333,22.0611111111111,31.75,16.6555555555556,8.57777777777778,24.7555555555556,87.2671931025402,18.1249949114594,75436.69707067,1.13306056092652,3.4
"2313","","NLA12_OR-169-2012-1",1,11,7,2012,43.96521803,-122.6839683,"OR","region_10","WMT",17,17090001,"man-made",7.095293381,33.89105153,255.3,NA,3.58917747021597,17.02350715,4.05,0,476.851528855119,88.918625,0.053224,0.428,5,34,25,2.443,1.27,37.3,1.37,"blue","NLA12_OR-169",7100,67.2067387843393,"NLA12_OR-169",30,0,193,86.16188,8.59851851851852,2.08925925925926,15.1137037037037,77.4827,10.1643518518519,3.29398148148148,17.0402777777778,55.5413333333333,11.8228395061728,4.54382716049383,19.1203703703704,48.4124,13.3287037037037,5.7712962962963,20.9138888888889,43.6033333333333,15.2555555555556,7.48888888888889,23.0574074074074,25.9837348346201,12.7056442524418,3816451.29681247,7.33187262441542,22
"2315","","NLA12_PA-108-2012-1",1,30,5,2012,40.15293661,-74.79768626,"PA","region_3","CPL",2,2040201,"natural",3.972058615,17.36177736,2.57,NA,2.45743153105814,53.03929921,3.375,0,15.7535999871418,3.06787,2.713666,5.2,5,520,16,21.4,3.84,296,1.31,"blue","NLA12_PA-108",6347,3.96610461075531,"NLA12_PA-108",7.2,0,151,76.4353733333333,7.09407407407407,1.15851851851852,13.0518518518519,74.2082166666667,9.14537037037037,2.93425925925926,15.3703703703704,85.852,11.6851851851852,4.98148148148148,18.4074074074074,92.075,13.1666666666667,6.44444444444444,19.9166666666667,129.54,17.6111111111111,11.0555555555556,24.2222222222222,87.790305885542,19.5,37545.3052021795,0.233328549977913,0.7
"2320","","NLA12_PA-114-2012-1",1,18,7,2012,41.63094162,-75.54850707,"PA","region_3","NAP",2,2050106,"natural",0.5495462004,4.61443759,500.32,NA,1.75594836019085,53.03929921,5.35,0,2.52989997349217,38.029172,15.901814,2.35,5,270,5,3.99,3.52,84.6,1,"blue","NLA12_PA-114",7269,4.60361653242389,"NLA12_PA-114",8.3,0,200,86.5852133333333,13.9118518518519,7.40148148148148,20.4403703703704,92.8221833333333,15.8296296296296,9.19166666666667,22.4902777777778,103.262288888889,18.1987654320988,11.6172839506173,24.8104938271605,103.8606,20.1222222222222,13.5888888888889,26.6833333333333,105.6132,21.7,15.2222222222222,28.2111111111111,95.9507522493756,12.7,718.085297889726,0.0999803146292388,0.300000000000001
"2324","","NLA12_PA-119-2012-1",1,6,9,2012,40.15803635,-78.97299781,"PA","region_3","SAP",5,5010007,"man-made",3.34093423,16.39711176,495.15,NA,2.5306288898457,53.03929921,6.9,0,245.874545774093,56.698171,32.970709,1.8,5,700,5,11.7,2.19,287,1,"blue","NLA12_PA-119",8422,73.5945483650223,"NLA12_PA-119",16.3,0,250,99.67976,18.5344444444444,12.032962962963,25.0611111111111,105.32745,20.3208333333333,13.8912037037037,26.7777777777778,101.3206,21.0858024691358,14.7030864197531,27.4913580246914,105.227966666667,21.4824074074074,15.1842592592593,27.8074074074074,97.4852,20.1333333333333,13.9,26.3777777777778,84.0589350532342,8.94247554861511,66527.7191208431,0.766570913670297,2.3
"2325","","NLA12_PA-R10-2012-1",1,23,7,2012,40.67933272,-78.32911925,"PA","region_3","SAP",2,2050302,"man-made",0.1692405389,2.277170607,424.77,NA,1.56148723278755,NA,5.75,0,22.4667101415739,96.462765,0,0.396,5,121,10,3.494,1.04,55.9,0.95,"blue","NLA12_PA-R10",7360,132.750169005601,"NLA12_PA-R10",14.9,0,205,89.3199466666667,14.6488888888889,8.08111111111111,21.2366666666667,94.7695166666667,16.4407407407407,9.81435185185185,23.0921296296296,106.902955555556,19.0135802469136,12.4598765432099,25.6006172839506,103.077433333333,20.6037037037037,14.0842592592593,27.1509259259259,111.666866666667,22.4037037037037,15.962962962963,28.887037037037,51.8456287501623,8.5,2757.60540218926,0.632032323598631,1.9
"2412","","NLA12_UT-110-2012-1",1,12,6,2012,40.87400683,-109.1380738,"UT","region_8","XER",14,14040106,"natural",0.1437453838,1.42152145,1651.38,NA,1.05767327766396,1.203917328,NA,1,0.197100001971,15.981735,48.401826,1.095384615,18,431,29,47.27,5.07,569,0.78,"blue","NLA12_UT-110",6552,1.37117448060269,"NLA12_UT-110",2.5,0,164,16.9705866666667,7.6937037037037,0.266666666666666,15.1433333333333,14.8611166666667,9.71388888888889,2.0087962962963,17.4472222222222,12.2343333333333,12.0654320987654,3.99074074074074,20.1777777777778,9.0805,14.3111111111111,5.9462962962963,22.7203703703704,4.572,16.8222222222222,8.11111111111111,25.5666666666667,25.5027175856473,15.21,23000.8321506896,0.333310569770124,1
"2416","","NLA12_UT-122-2012-1",1,29,8,2012,40.83133152,-110.0193773,"UT","region_8","WMT",14,14040106,"natural",0.1121402929,1.487152833,3169.23,NA,1.25276562372402,1.203917328,5.36,0,2.0682000455004,40.644038,0,5.08,12,159,10,0.575,2.07,18.08,0.76,"blue","NLA12_UT-122",8329,18.4429698908019,"NLA12_UT-122",15.5,0,242,17.8629733333333,18.0874074074074,9.81740740740741,26.3574074074074,17.7884666666667,20.1259259259259,11.7375,28.500462962963,21.3472888888889,22.0197530864198,13.612962962963,30.3895061728395,31.6399333333333,22.8351851851852,14.8638888888889,30.7509259259259,27.4658666666667,22.7814814814815,14.7833333333333,30.7240740740741,78.3952359726176,4.59116977696859,19787.0763887744,2.15941182167778,6.5
"2431","","NLA12_UT-203-2012-1",1,23,7,2012,40.58885713,-111.5899784,"UT","region_8","WMT",16,16020204,"man-made",0.08964948567,1.297506355,2909.22,NA,1.222448749098,2.938915931,9.055,0,1.36800009457778,53.552632,0,0.56,13,114,6,1.538,1.63,58.8,0.14,"blue","NLA12_UT-203",7367,15.2594304847815,"NLA12_UT-203",10.5,0,205,15.53464,13.7396296296296,5.68407407407407,21.8092592592593,14.4547166666667,15.9546296296296,7.65138888888889,24.275462962963,13.0922888888889,18.2728395061728,9.76111111111111,26.7932098765432,14.9394333333333,20.6537037037037,11.9972222222222,29.2953703703704,27.6352,22.3055555555556,14.05,30.5185185185185,8.76764875122274,6.59703703703704,1833.11222483579,0.499036915311603,1.5
"2439","","NLA12_UT-324-2012-1",1,4,9,2012,40.67460225,-110.9706993,"UT","region_8","WMT",16,16020203,"man-made",0.3942804792,2.721133747,3043.48,NA,1.22248156455101,0.718756614,2.1,0,5.17049997230089,65.604874,0,1.850666667,15,220,19,0.628,3.05,15.95,1.63,"blue","NLA12_UT-324",8360,13.1137610028067,"NLA12_UT-324",15.5,0,248,18.1880933333333,18.4681481481481,10.1862962962963,26.7485185185185,18.7663666666667,20.3685185185185,11.9930555555556,28.7282407407407,23.0744888888889,21.9469135802469,13.6203703703704,30.2376543209877,30.7255333333333,22.4759259259259,14.4916666666667,30.412037037037,27.0764,22.0814814814815,14.0666666666667,30.0555555555556,81.4153348947805,5.72331681003062,148253.302198773,3.16364005034294,9.5
"2440","","NLA12_UT-325-2012-1",1,5,9,2012,40.9060993,-111.5911941,"UT","region_8","WMT",16,16020102,"man-made",2.660559395,16.67017239,1738.93,NA,2.88302680084434,1.293761905,4.075,0,372.286843660346,62.544604,1.577171,4.48,11,310,31,58.49,3.04,776,1.13,"green","NLA12_UT-325",8390,139.928033315094,"NLA12_UT-325",31.5,0,249,18.2405866666667,18.52,10.2359259259259,26.8025925925926,18.9272333333333,20.3944444444444,12.0208333333333,28.7523148148148,23.3595333333333,21.9154320987654,13.6018518518519,30.1938271604938,30.5689,22.387037037037,14.4,30.3277777777778,27.051,21.9074074074074,13.8888888888889,29.8888888888889,97.0074679220434,5.33823912208505,1358223.24560323,7.49561016837235,22.5
"2445","","NLA12_UT-400-2012-1",1,27,9,2012,40.05768033,-110.627715,"UT","region_8","XER",14,14060004,"natural",0.1146657216,1.569730173,2048.02,NA,1.30768538513403,1.203917328,1.85,0,64.3633493229704,49.92519,0.067119,10.24,19,1136,1208,1032,13.58,4570,2.01,"green","NLA12_UT-400",8812,561.312905242036,"NLA12_UT-400",10.5,0,271,19.39544,19.6607407407407,11.3277777777778,27.9922222222222,22.4663,20.9648148148148,12.6319444444444,29.2819444444444,29.6305111111111,21.2228395061728,13.1944444444444,29.2296296296296,27.1229666666667,20.4314814814815,12.3833333333333,28.4740740740741,26.4922,18.0777777777778,9.97777777777778,26.2222222222222,100,7.28,260.405377130559,0.166415517871135,0.5
"2466","","NLA12_VT-110-2012-1",1,22,8,2012,44.74644759,-72.59930665,"VT","region_1","NAP",2,2010005,"natural",0.07163740773,1.485668519,319.97,NA,1.56583882712423,16.5353981,4.6,0,2.19600019376472,93.647541,0,9.2475,20,231,9,0.399,2.76,25.7,0.71,"blue","NLA12_VT-110",1000167,30.6543782550229,"NLA12_VT-110",14,0,235,98.2472,14.6144444444444,8.12814814814815,21.1177777777778,103.7971,16.8930555555556,10.362962962963,23.4472222222222,95.1484,18.35,11.7543209876543,24.9777777777778,88.5655666666667,19.4407407407407,12.6925925925926,26.2157407407407,85.2593333333333,19.6333333333333,12.8407407407407,26.4666666666667,84.026000616253,6.79906705539359,17986.1562646599,2.3233695530939,7
"2469","","NLA12_VT-115-2012-1",1,13,8,2012,44.42819135,-72.23012775,"VT","region_1","NAP",1,1080102,"natural",0.06356745175,1.392894241,467.79,NA,1.55846053731392,16.5353981,2,0,0.401399982503078,64.798206,3.587444,0.328,42,429,31,1.312,8.61,82.6,1.17,"murky","NLA12_VT-115",1000141,6.31455204593879,"NLA12_VT-115",9,0,226,95.93072,13.6677777777778,7.21481481481482,20.1311111111111,103.81615,15.8763888888889,9.37962962962963,22.3930555555556,100.9142,17.8166666666667,11.2654320987654,24.3944444444444,90.7753666666667,19.0324074074074,12.3592592592593,25.7324074074074,87.1643333333333,19.7833333333333,12.9740740740741,26.6166666666667,100,6.70777777777778,7077.17324139143,0.998004422604157,3
"2471","","NLA12_WA-115-2012-1",1,5,9,2012,48.95919311,-118.1271161,"WA","region_10","WMT",17,17020002,"natural",0.04119474272,0.857997931,774.44,NA,1.19250555603991,39.64053551,5.705,0,1.08810012824037,88.172043,0,1.608,8,444,50,3.818,5.73,383,0.37,"green","NLA12_WA-115",8391,26.413567761211,"NLA12_WA-115",11.1,0,249,54.8978666666667,14.1177777777778,7.4537037037037,20.7822222222222,46.4100333333333,15.5212962962963,8.67638888888889,22.3666666666667,39.1216444444444,17.0179012345679,9.96481481481482,24.0759259259259,16.1798,18.4768518518519,10.8925925925926,26.0898148148148,2.794,18.3981481481481,10.462962962963,26.3796296296296,99.5580446384841,7.71785660295864,1481.37587532745,0.696734312445298,2.1
"2472","","NLA12_WA-116-2012-1",1,12,9,2012,46.94126809,-119.27853,"WA","region_10","XER",17,17020015,"man-made",0.5306614387,5.772214363,263.5,NA,2.23526364183089,16.38878096,2.7,0,8.31150035864693,0,23.345967,4.432,8,724,22,69.8,5.16,519,1.91,"blue","NLA12_WA-116",8495,15.6625293501789,"NLA12_WA-116",32.5,0,256,50.42916,14.472962962963,7.71037037037037,21.2359259259259,43.22445,15.8064814814815,8.87407407407408,22.7393518518519,31.6738,17.220987654321,9.99506172839506,24.4561728395062,12.4163666666667,18.1203703703704,10.4388888888889,25.8305555555556,3.1496,17.5555555555556,9.63333333333333,25.5111111111111,98.9581248173459,7.52216029947331,211793.270816575,6.812068072837,20.5
"2473","","NLA12_WA-118-2012-1",1,2,7,2012,47.35148384,-121.9912542,"WA","region_10","WMT",17,17110013,"natural",0.06426579912,1.145117579,180.87,NA,1.27425161761281,39.64053551,3.75,0,34.8434925864909,65.713548,1.126178,1.7,8,585,28,3.721,0.48,95.6,0.29,"blue","NLA12_WA-118",6925,542.177846749087,"NLA12_WA-118",4.6,0,184,114.808,7.41074074074074,2.12259259259259,12.6974074074074,110.650866666667,8.8587962962963,3.21712962962963,14.4865740740741,84.2376888888889,10.6191358024691,4.63950617283951,16.5802469135802,78.5029333333333,11.9037037037037,5.8537037037037,17.9259259259259,95.5886666666667,13.1555555555556,7.3962962962963,18.862962962963,15.5869866798869,8.72939007737824,20541.6556331212,0.866218777087888,2.6
"2475","","NLA12_WA-121-2012-1",1,5,7,2012,47.85188997,-122.2449986,"WA","region_10","WMT",17,17110012,"natural",0.225790224,2.35806295,139.8,NA,1.39990284278814,15.37306086,4.2,0,1.96920004995933,0.457039,0,4.986666667,12,348,9,5.996,4.21,104.7,0.9,"blue","NLA12_WA-121",6984,8.72136984088087,"NLA12_WA-121",12.8,0,187,113.11636,7.75185185185185,2.39814814814815,13.102962962963,106.561466666667,9.24212962962963,3.53657407407407,14.9337962962963,82.1210222222222,10.9746913580247,4.95246913580247,16.9783950617284,77.3853333333333,12.3009259259259,6.21759259259259,18.3564814814815,89.2386666666667,13.7222222222222,7.82407407407407,19.5740740740741,86.3180113838573,9.79855685763889,31787.9207952241,1.59817940680262,4.8
"2476","","NLA12_WA-124-2012-1",1,7,9,2012,48.03662397,-118.8932554,"WA","region_10","XER",17,17020005,"natural",0.4809134437,3.779940745,729.74,NA,1.53761143788409,15.37306086,3.16,0,9.34289973656086,17.185242,0,41.84,14,746,25,11.94,7.82,145.1,1.01,"blue","NLA12_WA-124",8442,19.4274039516955,"NLA12_WA-124",13.3,0,251,53.6210933333333,14.2192592592593,7.52703703703704,20.9118518518518,45.4998666666667,15.6027777777778,8.73287037037037,22.4731481481481,36.9936888888889,17.0759259259259,9.97345679012346,24.1845679012346,15.1045333333333,18.375,10.762962962963,26.0157407407407,2.8956,18.1574074074074,10.2259259259259,26.1314814814815,99.5879130898605,6.9,4597.28172632949,0.43308318238512,1.3
"2478","","NLA12_WA-126-2012-1",1,19,7,2012,48.40619468,-117.180602,"WA","region_10","WMT",17,17010216,"natural",0.162302139,2.230999139,1091.55,NA,1.56218458814731,18.30649187,4.475,0,12.73770195421,89.182505,0,6.331428571,18,171,40,1.832,2.47,20.1,0.44,"green","NLA12_WA-126",7256,78.4814176368311,"NLA12_WA-126",6.3,0,201,105.22204,9.3437037037037,3.68407407407407,14.9955555555556,87.4776,11.0310185185185,5.02731481481481,17.0208333333333,72.2432444444444,12.633950617284,6.41296296296296,18.8364197530864,72.1698666666667,14.1546296296296,7.91574074074074,20.3657407407407,59.6053333333333,16.3666666666667,9.82037037037037,22.8925925925926,84.4423229052361,7.76,368.17340575187,0.0999616092511919,0.3
"2479","","NLA12_WA-129-2012-1",1,1,8,2012,46.15548587,-121.701039,"WA","region_10","WMT",17,17080002,"natural",0.01588325787,0.468451518,1083.13,NA,1.04855188459797,186.4166667,NA,1,NA,94.520548,0,1.858285714,12,35,85,2.333,0.29,38.3,0.06,"green","NLA12_WA-129",1000113,NA,"NLA12_WA-129",7,0,214,95.55988,10.7796296296296,4.84925925925926,16.6992592592593,71.97725,12.5800925925926,6.32407407407407,18.8226851851852,64.0672666666667,14.0901234567901,7.69506172839506,20.4672839506173,65.3923,15.8092592592593,9.38703703703704,22.2064814814815,35.1959333333333,18.462962962963,11.3777777777778,25.55,0.419908949312563,6.7776,8142.87821193522,1.65864836813683,5
"2480","","NLA12_WA-131-2012-1",1,8,8,2012,48.39574918,-120.1848543,"WA","region_10","XER",17,17020008,"man-made",0.08691569116,1.486556054,714.72,NA,1.42241808002255,39.64053551,4.425,0,2.03310005111252,23.550243,0,2.176,28,1159,95,29.91,12.07,622,0.58,"murky","NLA12_WA-131",1000134,23.3916341684478,"NLA12_WA-131",8.2,0,221,86.34984,11.5211111111111,5.43,17.6040740740741,66.3024666666667,13.2347222222222,6.85231481481482,19.6069444444444,59.7012888888889,14.7512345679012,8.23518518518518,21.2537037037037,54.0427333333333,16.5351851851852,9.84722222222222,23.2111111111111,27.3134666666667,18.5925925925926,11.3,25.9,99.7492020066876,6.38541666666667,1863.63171128963,0.399514802414983,1.2
"2483","","NLA12_WA-138-2012-1",1,10,7,2012,47.59338259,-122.1245929,"WA","region_10","WMT",17,17110012,"natural",0.2396914436,2.002605436,78.49,NA,1.15388942488834,15.37306086,3.15,0,0.5544000014784,2.597403,0,3.136,20,279,12,3.878,4.31,78.8,0.79,"blue","NLA12_WA-138",7055,2.3129736846326,"NLA12_WA-138",13.3,0,192,110.29696,8.32037037037037,2.85740740740741,13.7788888888889,99.7458,9.88101851851852,4.06898148148148,15.6791666666667,78.5932444444444,11.5672839506173,5.47407407407407,17.641975308642,75.5226666666667,12.962962962963,6.82407407407407,19.0740740740741,78.6553333333333,14.6666666666667,8.53703703703704,20.7592592592593,99.8767270764198,8.86845630957099,38106.9205032043,1.7646222431331,5.3
"2485","","NLA12_WA-146-2012-1",1,28,8,2012,46.42220235,-121.5971666,"WA","region_10","WMT",17,17080004,"natural",0.03978646868,0.832146759,1021.62,NA,1.17686676085098,186.4166667,NA,1,NA,59.023424,0,1.429333333,15,141,34,2.135,0.7,36.2,0.38,"green","NLA12_WA-146",8291,NA,"NLA12_WA-146",4.7,0,241,60.03544,13.6396296296296,7.08925925925926,20.1892592592593,50.0888,15.1050925925926,8.36157407407407,21.8476851851852,47.2270666666667,16.6401234567901,9.77839506172839,23.5006172839506,21.6154,18.6092592592593,11.162037037037,26.0814814814815,4.79213333333333,18.962962962963,11.0777777777778,26.9,28.1973244796967,14.0162612406645,13141.5211128625,0.89921611018589,2.7
"2492","","NLA12_WA-R09-2012-1",1,31,7,2012,47.58873889,-119.3227985,"WA","region_10","XER",17,17020014,"natural",0.4039461292,5.539658367,376.66,NA,2.45876105157413,NA,3.8,0,195263.226516776,37.864244,2.595235,1.466666667,5,219,79,27.27,1.79,337,0.44,"green","NLA12_WA-R09",7642,483389.274959726,"NLA12_WA-R09",30.5,0,213,96.8756,10.6737037037037,4.7662962962963,16.57,72.7879333333333,12.4865740740741,6.24861111111111,18.7106481481481,64.6909777777778,13.9956790123457,7.6179012345679,20.3549382716049,67.0136666666667,15.7055555555556,9.3212962962963,22.062962962963,36.322,18.4444444444444,11.3888888888889,25.5,38.9288141254679,7.91250243481649,118647.070668573,5.48021162874424,16.5
"2497","","NLA12_WI-113-2012-1",1,5,7,2012,43.81355964,-89.30356704,"WI","region_5","UMW",4,4030201,"natural",0.07476834304,1.082121863,240.76,NA,1.11638080695697,61.51024902,4.8,0,1.30229993458677,11.748446,63.441604,2.48,2.5,1670,12,7,3.9,328,1.5,"blue","NLA12_WI-113",1000039,17.4177985178842,"NLA12_WI-113",14.7,0,187,74.0545466666667,10.4185185185185,4.09444444444444,16.7244444444444,83.3247,13.1574074074074,6.50833333333333,19.7944444444444,93.0148,15.0432098765432,8.17037037037037,21.9037037037037,100.076,18.1203703703704,11.1388888888889,25.1111111111111,84.201,20.212962962963,13.287037037037,27.1944444444444,89.0782502482673,6.85482550636363,11292.6407327463,1.89143267558943,5.7
"2507","","NLA12_WI-133-2012-1",1,5,9,2012,44.29583634,-87.73414988,"WI","region_5","TPL",4,4030101,"natural",0.1308617793,1.432374891,224.03,NA,1.11697989688955,11.27556298,NA,NA,3.09690010103853,7.0619,77.070619,15.9,25,1330,25,5,16,354,4.7,"brown","NLA12_WI-133",8426,23.6654286500178,"NLA12_WI-133",14.3,0,249,82.4992,17.5562962962963,10.6485185185185,24.467037037037,82.4992,19.5888888888889,12.6263888888889,26.5689814814815,72.1783333333333,20.6833333333333,13.7432098765432,27.6567901234568,66.294,20.7759259259259,13.825,27.7490740740741,55.88,18.6296296296296,11.5833333333333,25.6759259259259,97.6493281435533,5.75394050121913,18020.0458847395,1.76234612388809,5.3
"2515","","NLA12_WI-151-2012-1",1,31,7,2012,45.73469469,-91.57086287,"WI","region_5","UMW",7,7050007,"natural",0.06207703343,1.276645788,410.27,NA,1.44543979564549,128.4687743,2.4,0,1.5101999974946,80.750894,0.297974,8.11,25,540,21,0.4,7.3,18,2.6,"brown","NLA12_WI-151",1000118,24.3278377533544,"NLA12_WI-151",8.8,0,213,82.0589333333333,14.8488888888889,8.18962962962963,21.5081481481481,89.5858,16.6768518518519,9.82314814814815,23.5314814814815,95.5548,19.6308641975309,12.6888888888889,26.5925925925926,82.8675,21.7101851851852,14.8231481481481,28.6527777777778,81.026,23.7777777777778,16.9444444444444,30.6666666666667,97.596448497088,6.44732510288066,2602.315657467,0.59882772020958,1.8
"2516","","NLA12_WI-152-2012-1",1,2,7,2012,42.59803618,-88.61516896,"WI","region_5","TPL",7,7090001,"natural",7.129395732,20.22544004,282.49,NA,2.13681383210346,19.34532864,4.5,0,105.271193625798,6.000787,68.862424,5.15,5,500,24,29.9,4.7,571,1.7,"blue","NLA12_WI-152",1000034,14.7657946876609,"NLA12_WI-152",16.3,0,184,73.0893466666667,9.88296296296296,3.6,16.1455555555556,82.56905,12.7518518518519,6.12777777777778,19.3625,92.583,14.4932098765432,7.62962962962963,21.3407407407407,102.1334,17.6981481481481,10.7055555555556,24.6944444444444,84.582,19.7851851851852,12.8481481481481,26.7777777777778,97.6328570923948,16.6568251852038,496180.675093489,1.43324943536725,4.3
"2518","","NLA12_WI-154-2012-1",1,16,7,2012,45.39105151,-89.17936483,"WI","region_5","UMW",4,4030202,"natural",0.01656868354,0.504049276,517.88,NA,1.10464838445286,307.2557803,1.05,0,0.3383999959392,86.43617,0,21.3,150,890,35,0.5,18,20,3.6,"murky","NLA12_WI-154",1000083,20.4240726260621,"NLA12_WI-154",7,0,198,77.5936133333333,12.3822222222222,5.90740740740741,18.847037037037,86.0954166666667,14.6444444444444,7.9037037037037,21.3782407407407,94.5980666666667,17.0598765432099,10.1530864197531,23.9679012345679,92.5322,19.6685185185185,12.7277777777778,26.6388888888889,82.804,21.7814814814815,14.8962962962963,28.7222222222222,97.5653488584075,5.05,1358.81425369725,0.663591113316556,2
"2521","","NLA12_WI-161-2012-1",1,14,8,2012,44.3329463,-89.18303988,"WI","region_5","UMW",4,4030202,"natural",0.01084364692,0.393910904,271.25,NA,1.06710065578413,214.1847151,3.35,0,10.6838961299401,26.863785,56.465336,9.19,7.5,2030,24,3.8,3.2,352,1.5,"blue","NLA12_WI-161",7943,985.26779862546,"NLA12_WI-161",3.5,0,227,82.86496,15.9637037037037,9.20074074074074,22.7266666666667,88.5782666666667,18.1027777777778,11.2037037037037,25.0092592592593,85.7955555555556,20.279012345679,13.3543209876543,27.2320987654321,76.9408333333333,21.7101851851852,14.8231481481481,28.6398148148148,70.9506666666667,21.7814814814815,14.8962962962963,28.6962962962963,38.5368572471169,17.8,221.691268007367,0.166371698446373,0.5
"2526","","NLA12_WI-171-2012-1",1,29,8,2012,45.7344156,-92.53857737,"WI","region_5","UMW",7,7030005,"natural",0.1465242301,1.585597317,287.13,NA,1.16851218695796,41.45427565,3.65,0,0.907200018144,35.912699,42.361111,5.37,7.5,470,12,4.6,7.3,203,0.8,"blue","NLA12_WI-171",1000189,6.19146756495396,"NLA12_WI-171",10,0,242,83.6134133333333,17.16,10.2907407407407,24.0296296296296,87.0479166666667,19.5634259259259,12.6199074074074,26.5212962962963,75.3392222222222,20.9734567901235,14.0672839506173,27.9172839506173,70.5908333333333,21.7101851851852,14.8231481481481,28.6259259259259,60.1556666666667,19.6425925925926,12.7018518518519,26.5851851851852,96.8420597309414,9.2,1466.81225625106,0.332976560736984,1
"2529","","NLA12_WI-174-2012-1",1,24,9,2012,46.25445969,-89.84834363,"WI","region_5","UMW",7,7050002,"natural",0.05455688042,1.081177276,497.84,NA,1.30577158169201,128.4687743,1.25,0,0.16470000123525,27.868853,0,13.9,50,680,27,0.7,12,31,9.1,"brown","NLA12_WI-174",1000220,3.01886764725779,"NLA12_WI-174",7.2,0,268,78.7027466666667,18.442962962963,11.4085185185185,25.4874074074074,69.1874833333333,19.4217592592593,12.3800925925926,26.4898148148148,62.3118444444444,19.5808641975309,12.5117283950617,26.6716049382716,52.7007666666667,17.7675925925926,10.587962962963,24.9518518518518,42.3672,15.3222222222222,7.88888888888889,22.7555555555556,96.7615614725597,8.3,42.1591433811568,0.0665673840795363,0.2
