"SITEID_07"	"VISIT_NO"	"DAY"	"MONTH"	"YEAR"	"LAT"	"LON"	"STATE"	"EPA_REG"	"ECO9"	"HUC2"	"HUC8"	"LAKE_ORIGIN"	"AREA_KM2"	"PERIM_KM"	"ELEVATION_M"	"DEPTHMAX_M"	"SLD"	"WGT"
"130"	"NLA06608-0120"	1	18	6	2007	36.16292985	-96.36834536	"OK"	"Region_6"	"SPL"	"11"	"11060006"	"MAN-MADE"	102.5157227	466.5719919	220.49	20.6	12.99925592	2.151495273
"131"	"NLA06608-0120"	2	26	9	2007	36.16292985	-96.36834536	"OK"	"Region_6"	"SPL"	"11"	"11060006"	"MAN-MADE"	102.5157227	466.5719919	220.49	16.3	12.99925592	2.151495273
"132"	"NLA06608-0124"	1	19	7	2007	42.14001905	-101.8094915	"NE"	"Region_7"	"SPL"	"10"	"10210001"	"NATURAL"	0.305325653	2.430193088	1140.27	1.1	1.24066406	10.23338031
"133"	"NLA06608-0126"	1	21	6	2007	47.19305824	-99.32424356	"ND"	"Region_8"	"NPL"	"10"	"10160002"	"NATURAL"	0.115350092	1.474450014	569.53	2.5	1.224661738	81.78952116
"134"	"NLA06608-0126"	2	28	8	2007	47.19305824	-99.32424356	"ND"	"Region_8"	"NPL"	"10"	"10160002"	"NATURAL"	0.115350092	1.474450014	569.53	2.3	1.224661738	81.78952116
"135"	"NLA06608-0127"	1	11	7	2007	34.15364617	-109.3063643	"AZ"	"Region_9"	"WMT"	"15"	"15020001"	"MAN-MADE"	0.358599305	2.788304179	2106.3	5.2	1.313501266	3.185761615
"136"	"NLA06608-0128"	1	21	6	2007	48.75289143	-109.2416928	"MT"	"Region_8"	"NPL"	"10"	"10050008"	"MAN-MADE"	0.123779984	3.099848391	787.37	2.2	2.485480217	8.239346912
"137"	"NLA06608-0128"	2	25	8	2007	48.75289143	-109.2416928	"MT"	"Region_8"	"NPL"	"10"	"10050008"	"MAN-MADE"	0.123779984	3.099848391	787.37	1.8	2.485480217	8.239346912
"138"	"NLA06608-0129"	1	21	7	2007	48.21240982	-114.5994561	"MT"	"Region_8"	"WMT"	"17"	"17010208"	"NATURAL"	11.38974069	25.75629963	1203	60.3	2.152888899	8.362490243
"139"	"NLA06608-0129"	2	16	9	2007	48.21240982	-114.5994561	"MT"	"Region_8"	"WMT"	"17"	"17010208"	"NATURAL"	11.38974069	25.75629963	1203	28.2	2.152888899	8.362490243
"140"	"NLA06608-0130"	1	13	8	2007	31.40138437	-111.0870104	"AZ"	"Region_9"	"XER"	"15"	"15050301"	"MAN-MADE"	0.204717688	4.357197867	1168.89	9.7	2.716593558	2.954959513
"141"	"NLA06608-0132"	1	28	8	2007	36.20871918	-109.0936327	"AZ"	"Region_9"	"WMT"	"14"	"14080204"	"MAN-MADE"	0.88380695	4.69012423	2222	6	1.407345433	1.176352744
"142"	"NLA06608-0134"	1	24	7	2007	41.88000298	-73.04056323	"CT"	"Region_1"	"NAP"	"1"	"1080207"	"NATURAL"	0.999845728	5.007655389	285.96	19.8	1.412742482	19.57749882
"143"	"NLA06608-0137"	1	17	9	2007	38.14855815	-119.3636363	"CA"	"Region_9"	"XER"	"16"	"16050301"	"NATURAL"	1.160372371	6.076084703	2163.46	34.2	1.591183248	4.682523949
"144"	"NLA06608-0139"	1	11	7	2007	41.17205162	-85.93794192	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	0.946879691	9.357351254	251.92	7.9	2.712692704	3.999418784
"145"	"NLA06608-0140"	1	20	6	2007	39.639176	-95.45270584	"KS"	"Region_7"	"TPL"	"10"	"10270103"	"MAN-MADE"	0.268643939	4.019914937	321.71	1.7	2.187879545	20.66911188
"146"	"NLA06608-0141"	1	23	8	2007	39.41622694	-75.68870871	"DE"	"Region_3"	"CPL"	"2"	"2040205"	"MAN-MADE"	0.654747939	9.836282885	0	1.6	3.429169942	7.410840225
"147"	"NLA06608-0142"	1	13	8	2007	45.99791162	-89.54369029	"WI"	"Region_5"	"UMW"	"7"	"7070001"	"NATURAL"	1.308236981	8.157706901	497.98	16.8	2.011962837	64.99603437
"148"	"NLA06608-0144"	1	2	8	2007	33.39525121	-99.39138265	"TX"	"Region_6"	"SPL"	"12"	"12060101"	"MAN-MADE"	7.061356995	36.14835531	405.7	12	3.837421693	16.13275341
"149"	"NLA06608-0144"	2	13	9	2007	33.39525121	-99.39138265	"TX"	"Region_6"	"SPL"	"12"	"12060101"	"MAN-MADE"	7.061356995	36.14835531	405.7	12.3	3.837421693	16.13275341
"150"	"NLA06608-0148"	1	26	7	2007	39.34860511	-86.1080157	"IN"	"Region_5"	"TPL"	"5"	"5120204"	"MAN-MADE"	0.28966523	4.842928367	236.08	7.3	2.538370017	18.15770751
"151"	"NLA06608-0149"	1	18	7	2007	41.63340269	-76.84081042	"PA"	"Region_3"	"NAP"	"2"	"2050106"	"NATURAL"	0.139443979	1.606338683	451.56	10.4	1.213479105	57.57528924
"152"	"NLA06608-0150"	1	2	8	2007	44.84955975	-69.2311707	"ME"	"Region_1"	"NAP"	"1"	"1030003"	"NATURAL"	18.87921908	46.6742518	60.78	18	3.030263675	5.785867077
"153"	"NLA06608-0152"	1	17	7	2007	34.59440722	-97.68636485	"OK"	"Region_6"	"SPL"	"11"	"11130303"	"MAN-MADE"	3.99558531	22.17468306	328.06	8.7	3.129408697	3.800212608
"154"	"NLA06608-0153"	1	30	8	2007	37.21418362	-78.62538711	"VA"	"Region_3"	"SAP"	"2"	"2080207"	"MAN-MADE"	0.342781304	4.183521134	133.82	3.8	2.015711958	18.68349386
"155"	"NLA06608-0155"	1	31	7	2007	42.37328848	-88.12714851	"IL"	"Region_5"	"TPL"	"7"	"7120006"	"NATURAL"	1.548023875	8.802219799	223.92	8.1	1.99571467	4.706553114
"156"	"NLA06608-0158"	1	5	9	2007	45.88100581	-91.24994528	"WI"	"Region_5"	"UMW"	"7"	"7050001"	"NATURAL"	1.212290333	5.63893516	401.01	8.5	1.444737175	64.99603437
"157"	"NLA06608-0161"	1	15	8	2007	28.1024337	-82.72114525	"FL"	"Region_4"	"CPL"	"3"	"3100206"	"NATURAL"	10.13147687	24.57939289	0.35	3.8	2.17836094	2.082890779
"158"	"NLA06608-0162"	1	28	8	2007	42.73356694	-72.10321054	"NH"	"Region_1"	"NAP"	"1"	"1080202"	"NATURAL"	0.533692112	3.016800419	270.74	2	1.164920414	20.3121784
"159"	"NLA06608-0167"	1	23	7	2007	44.9419591	-94.03191284	"MN"	"Region_5"	"UMW"	"7"	"7010205"	"NATURAL"	0.701956031	3.994632113	302.17	1	1.344983332	5.66008504
"160"	"NLA06608-0167"	2	29	8	2007	44.9419591	-94.03191284	"MN"	"Region_5"	"UMW"	"7"	"7010205"	"NATURAL"	0.701956031	3.994632113	302.17	1.1	1.344983332	5.66008504
"161"	"NLA06608-0168"	1	13	6	2007	37.75822313	-94.85392322	"KS"	"Region_7"	"TPL"	"10"	"10290104"	"MAN-MADE"	0.240384212	2.990966681	276.12	4.1	1.720892226	20.66911188
"162"	"NLA06608-0169"	1	5	7	2007	38.51725431	-111.5318192	"UT"	"Region_8"	"WMT"	"14"	"14070003"	"MAN-MADE"	0.69824498	6.270353337	2435	11	2.1168163	4.518520298
"163"	"NLA06608-0169"	2	13	9	2007	38.51725431	-111.5318192	"UT"	"Region_8"	"WMT"	"14"	"14070003"	"MAN-MADE"	0.69824498	6.270353337	2435	5.6	2.1168163	4.518520298
"164"	"NLA06608-0170"	1	21	9	2007	43.9911006	-86.10688883	"MI"	"Region_5"	"UMW"	"4"	"4060101"	"NATURAL"	0.509227675	3.213812613	214.91	3.4	1.270455974	30.12411154
"165"	"NLA06608-0173"	1	11	7	2007	33.07333126	-115.5092281	"CA"	"Region_9"	"XER"	"18"	"18100200"	"MAN-MADE"	0.210445337	2.571203351	0	2.8	1.581109106	56.58094452
"166"	"NLA06608-0174"	1	25	7	2007	46.25212358	-96.0363618	"MN"	"Region_5"	"UMW"	"9"	"9020103"	"NATURAL"	0.685630212	3.123260381	363.27	13.7	1.064040815	105.454706
"167"	"NLA06608-0174"	2	28	8	2007	46.25212358	-96.0363618	"MN"	"Region_5"	"UMW"	"9"	"9020103"	"NATURAL"	0.685630212	3.123260381	363.27	13.5	1.064040815	105.454706
"168"	"NLA06608-0175"	1	30	8	2007	39.68102041	-84.68705386	"OH"	"Region_5"	"TPL"	"5"	"5080002"	"MAN-MADE"	0.8248246	11.4149771	311.68	6.6	3.545596501	12.07314468
"169"	"NLA06608-0176"	1	7	9	2007	35.14239477	-90.45779851	"AR"	"Region_6"	"CPL"	"8"	"8020203"	"NATURAL"	0.448817813	10.22897772	58.08	2.2	4.307172428	3.801481249
"170"	"NLA06608-0177"	1	22	8	2007	43.89203643	-73.05232335	"VT"	"Region_1"	"NAP"	"2"	"2010002"	"MAN-MADE"	0.411261949	3.479406297	384.73	19	1.530526834	86.19350435
"171"	"NLA06608-0179"	1	4	6	2007	44.36456222	-101.0545158	"SD"	"Region_8"	"NPL"	"10"	"10140102"	"MAN-MADE"	0.105722349	2.223440745	597.43	2	1.929022201	20.30803203
"172"	"NLA06608-0179"	2	29	8	2007	44.36456222	-101.0545158	"SD"	"Region_8"	"NPL"	"10"	"10140102"	"MAN-MADE"	0.105722349	2.223440745	597.43	1.7	1.929022201	20.30803203
"173"	"NLA06608-0180"	1	29	8	2007	34.51894059	-98.88132868	"OK"	"Region_6"	"SPL"	"11"	"11130203"	"MAN-MADE"	4.164717949	22.36246927	365.88	4.3	3.091163861	3.800212608
"174"	"NLA06608-0181"	1	20	9	2007	37.78861101	-119.0740544	"CA"	"Region_9"	"XER"	"18"	"18090101"	"NATURAL"	1.188168936	4.627394089	2323.16	40	1.197546701	23.00536336
"175"	"NLA06608-0183"	1	25	7	2007	45.32624711	-92.42496232	"WI"	"Region_5"	"UMW"	"7"	"7030005"	"NATURAL"	5.775641342	22.08690702	310.94	9	2.592566247	7.527925891
"176"	"NLA06608-0184"	1	15	6	2007	38.83461964	-94.74900513	"KS"	"Region_7"	"TPL"	"10"	"10300101"	"MAN-MADE"	0.149525113	1.761466403	303.84	2	1.285027324	31.29402083
"177"	"NLA06608-0185"	1	14	8	2007	41.11130456	-75.45750462	"PA"	"Region_3"	"NAP"	"2"	"2040106"	"MAN-MADE"	0.975710439	8.492040631	533.22	2.5	2.425194953	3.283942861
"178"	"NLA06608-0189"	1	11	6	2007	40.02942387	-80.57939847	"WV"	"Region_3"	"SAP"	"5"	"5030106"	"MAN-MADE"	0.143970978	2.866744638	264.46	4.5	2.131309886	16.30617827
"179"	"NLA06608-0189"	2	10	7	2007	40.02942387	-80.57939847	"WV"	"Region_3"	"SAP"	"5"	"5030106"	"MAN-MADE"	0.143970978	2.866744638	264.46	3.7	2.131309886	16.30617827
"180"	"NLA06608-0190"	1	14	8	2007	47.67254307	-93.75949137	"MN"	"Region_5"	"UMW"	"9"	"9030006"	"NATURAL"	0.065888031	1.007239885	416	6.2	1.106941623	545.0266745
"181"	"NLA06608-0191"	1	21	7	2007	35.16783478	-83.66709127	"NC"	"Region_4"	"SAP"	"6"	"6010202"	"MAN-MADE"	6.400317026	45.14520922	916.56	44	5.033916354	12.73431006
"182"	"NLA06608-0193"	1	11	7	2007	48.70438576	-121.1758404	"WA"	"Region_10"	"WMT"	"17"	"17110005"	"MAN-MADE"	0.81434119	12.32532835	268.82	2	3.852923308	7.93829747
"183"	"NLA06608-0195"	1	12	6	2007	46.89197546	-99.08101063	"ND"	"Region_8"	"NPL"	"10"	"10160002"	"NATURAL"	0.063059334	1.228151104	570.45	1.9	1.379660339	679.7800111
"184"	"NLA06608-0196"	1	21	6	2007	38.77692521	-88.06164584	"IL"	"Region_5"	"TPL"	"5"	"5120114"	"MAN-MADE"	0.522621923	8.298862636	143.41	6.7	3.238320524	18.46787247
"185"	"NLA06608-0198"	1	24	7	2007	41.71307603	-70.08954132	"MA"	"Region_1"	"CPL"	"1"	"1090002"	"NATURAL"	0.650722492	3.220261112	6.13	7.2	1.12612927	31.59404086
"186"	"NLA06608-0201"	1	18	9	2007	39.11225012	-120.4416484	"CA"	"Region_9"	"WMT"	"18"	"18020128"	"MAN-MADE"	5.747259015	14.56209342	1592.46	18	1.713517309	24.80223611
"187"	"NLA06608-0203"	1	2	8	2007	34.00633269	-87.31609868	"AL"	"Region_4"	"SAP"	"3"	"3160110"	"MAN-MADE"	4.71993514	77.08241799	155.33	49	10.00880855	3.129717786
"188"	"NLA06608-0204"	1	12	9	2007	35.43592446	-99.24197456	"OK"	"Region_6"	"SPL"	"11"	"11130302"	"MAN-MADE"	0.357705532	3.250577621	547.83	2.6	1.533178713	9.346499571
"189"	"NLA06608-0207"	1	18	7	2007	32.60301252	-84.81807605	"GA"	"Region_4"	"SAP"	"3"	"3130003"	"MAN-MADE"	0.073930869	1.164496742	189.95	3.8	1.20814884	402.5352728
"190"	"NLA06608-0207"	2	5	9	2007	32.60301252	-84.81807605	"GA"	"Region_4"	"SAP"	"3"	"3130003"	"MAN-MADE"	0.073930869	1.164496742	189.95	3.6	1.20814884	402.5352728
"191"	"NLA06608-0208"	1	6	9	2007	35.58384499	-90.96329594	"AR"	"Region_6"	"CPL"	"8"	"8020302"	"MAN-MADE"	0.958927123	3.883139932	69.01	3.9	1.118627026	31.37309035
"192"	"NLA06608-0209"	1	19	7	2007	47.57601003	-122.0836788	"WA"	"Region_10"	"WMT"	"17"	"17110012"	"NATURAL"	19.34331091	31.37929103	9.1	27.6	2.012670999	2.337088279
"193"	"NLA06608-0209"	2	27	9	2007	47.57601003	-122.0836788	"WA"	"Region_10"	"WMT"	"17"	"17110012"	"NATURAL"	19.34331091	31.37929103	9.1	26.5	2.012670999	2.337088279
"194"	"NLA06608-0211"	1	7	8	2007	47.46534213	-95.76982211	"MN"	"Region_5"	"UMW"	"9"	"9020301"	"NATURAL"	0.579621309	3.003512582	387.71	1.4	1.112890286	105.454706
"195"	"NLA06608-0212"	1	12	7	2007	39.02766863	-86.46847503	"IN"	"Region_5"	"SAP"	"5"	"5120208"	"MAN-MADE"	27.61794457	91.18767065	172.67	13.2	4.894806332	2.451426407
"196"	"NLA06608-0215"	1	22	8	2007	45.2593824	-94.96441345	"MN"	"Region_5"	"UMW"	"7"	"7010204"	"NATURAL"	3.853673642	13.99729595	355.29	9.8	2.011415288	5.66008504
"197"	"NLA06608-0216"	1	6	7	2007	40.3285507	-96.52877618	"NE"	"Region_7"	"TPL"	"10"	"10270202"	"MAN-MADE"	0.32084077	4.582722553	425.89	1.1	2.282305928	21.00967899
"198"	"NLA06608-0217"	1	24	6	2007	36.15288306	-79.1460479	"NC"	"Region_4"	"SAP"	"3"	"3020201"	"MAN-MADE"	0.551955377	9.784513626	186.84	5	3.715201096	11.56487147
"199"	"NLA06608-0219"	1	1	8	2007	41.40043649	-85.37102925	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.470075084	3.535507751	284.71	9.8	1.454665858	10.83110054
"200"	"NLA06608-0220"	1	2	8	2007	42.50465482	-100.5303638	"NE"	"Region_7"	"SPL"	"10"	"10150004"	"NATURAL"	0.201812734	1.935945293	884.56	1.2	1.215664866	10.23338031
"201"	"NLA06608-0221"	1	28	6	2007	37.29913592	-76.82122952	"VA"	"Region_3"	"CPL"	"2"	"2080206"	"MAN-MADE"	0.184327579	3.745394504	2.67	2.1	2.460919895	55.92912679
"202"	"NLA06608-0222"	1	27	6	2007	48.40689317	-102.9398075	"ND"	"Region_8"	"NPL"	"10"	"10110101"	"MAN-MADE"	0.203065788	3.417645851	696.09	3.5	2.139457902	54.02043965
"203"	"NLA06608-0223"	1	27	6	2007	33.58413004	-84.20752986	"GA"	"Region_4"	"SAP"	"3"	"3070103"	"MAN-MADE"	0.275773189	4.233271524	221.93	3.6	2.274024674	46.41342885
"204"	"NLA06608-0223"	2	29	8	2007	33.58413004	-84.20752986	"GA"	"Region_4"	"SAP"	"3"	"3070103"	"MAN-MADE"	0.275773189	4.233271524	221.93	3.4	2.274024674	46.41342885
"205"	"NLA06608-0224"	1	19	7	2007	37.64783657	-90.58984208	"MO"	"Region_7"	"SAP"	"8"	"8020202"	"MAN-MADE"	0.706473498	6.050114099	323.96	8.6	2.03053601	4.663381747
"206"	"NLA06608-0224"	2	23	9	2007	37.64783657	-90.58984208	"MO"	"Region_7"	"SAP"	"8"	"8020202"	"MAN-MADE"	0.706473498	6.050114099	323.96	8.6	2.03053601	4.663381747
"207"	"NLA06608-0225"	1	11	7	2007	47.48039976	-112.5389845	"MT"	"Region_8"	"NPL"	"10"	"10030104"	"MAN-MADE"	2.056045623	9.382508364	1355	17.3	1.845855307	2.212647044
"208"	"NLA06608-0225"	2	24	8	2007	47.48039976	-112.5389845	"MT"	"Region_8"	"NPL"	"10"	"10030104"	"MAN-MADE"	2.056045623	9.382508364	1355	15.5	1.845855307	2.212647044
"209"	"NLA06608-0226"	1	9	7	2007	43.19952563	-71.24740864	"NH"	"Region_1"	"NAP"	"1"	"1070002"	"MAN-MADE"	0.050551733	1.014551771	189.39	2.9	1.272920435	563.1166746
"210"	"NLA06608-0228"	1	26	6	2007	38.06219707	-103.6093941	"CO"	"Region_8"	"SPL"	"11"	"11020008"	"MAN-MADE"	2.172780867	6.977874411	1268.59	5.4	1.335396558	3.376300757
"211"	"NLA06608-0228"	2	6	8	2007	38.06219707	-103.6093941	"CO"	"Region_8"	"SPL"	"11"	"11020008"	"MAN-MADE"	2.172780867	6.977874411	1268.59	3.7	1.335396558	3.376300757
"212"	"NLA06608-0229"	1	13	9	2007	43.95295544	-74.449008	"NY"	"Region_2"	"NAP"	"4"	"4150305"	"NATURAL"	16.8302987	78.155383	495.93	10.4	5.374128564	8.418311244
"213"	"NLA06608-0234"	1	23	8	2007	43.21855689	-85.46799659	"MI"	"Region_5"	"UMW"	"4"	"4050006"	"NATURAL"	0.205902443	1.989711299	224.37	6.8	1.236956379	81.58117426
"214"	"NLA06608-0235"	1	16	7	2007	41.3229061	-85.75477789	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	3.231371464	13.88576227	250.67	33	2.17907085	2.451426407
"215"	"NLA06608-0237"	1	26	6	2007	38.38849036	-115.1177953	"NV"	"Region_9"	"XER"	"15"	"15010011"	"MAN-MADE"	0.722841591	5.820390023	1574.3	2.2	1.931192602	0.941492486
"216"	"NLA06608-0237"	2	17	7	2007	38.38849036	-115.1177953	"NV"	"Region_9"	"XER"	"15"	"15010011"	"MAN-MADE"	0.722841591	5.820390023	1574.3	2.4	1.931192602	0.941492486
"217"	"NLA06608-0238"	1	11	7	2007	46.57881675	-94.17531685	"MN"	"Region_5"	"UMW"	"7"	"7010105"	"NATURAL"	33.75871224	38.39378101	367.79	28	1.864073428	116.1182748
"218"	"NLA06608-0239"	1	24	7	2007	35.01895093	-85.55980719	"TN"	"Region_4"	"SAP"	"6"	"6020004"	"MAN-MADE"	31.77007136	146.3818694	193.18	16.5	7.32610708	8.555298752
"219"	"NLA06608-0240"	1	25	7	2007	48.47756954	-107.5902123	"MT"	"Region_8"	"NPL"	"10"	"10050004"	"MAN-MADE"	16.65988717	51.9298439	677.97	10.2	3.589021477	1.69454268
"220"	"NLA06608-0241"	1	15	8	2007	42.29154287	-111.7292621	"ID"	"Region_10"	"XER"	"16"	"16010202"	"MAN-MADE"	1.702226844	17.00372196	1487	4	3.676464235	3.74318274
"221"	"NLA06608-0242"	1	2	8	2007	41.56832304	-71.91051169	"CT"	"Region_1"	"NAP"	"1"	"1100001"	"MAN-MADE"	3.201372478	17.66382324	47.73	3	2.78491327	21.55717344
"222"	"NLA06608-0243"	1	18	7	2007	44.73647289	-100.7421974	"SD"	"Region_8"	"NPL"	"10"	"10130102"	"MAN-MADE"	1341.339019	2763.418009	490.37	20.7	21.28493717	5.45364912
"223"	"NLA06608-0244"	1	20	6	2007	33.73938795	-99.23199838	"TX"	"Region_6"	"SPL"	"11"	"11130206"	"MAN-MADE"	61.40977218	199.0464485	360.62	12.4	7.165240269	2.186087249
"224"	"NLA06608-0245"	1	24	7	2007	38.36396781	-122.1300516	"CA"	"Region_9"	"XER"	"18"	"18050001"	"MAN-MADE"	1.527359691	8.985393398	118.31	9.5	2.05098036	23.00536336
"225"	"NLA06608-0247"	1	17	7	2007	43.53474213	-96.96004	"SD"	"Region_8"	"TPL"	"10"	"10170203"	"NATURAL"	0.878914013	4.07974018	473.98	4.5	1.227592932	3.957354262
"226"	"NLA06608-0253"	1	8	8	2007	32.47736836	-81.83068716	"GA"	"Region_4"	"CPL"	"3"	"3060203"	"MAN-MADE"	0.076600246	1.256200591	62.25	1.8	1.280380286	402.5352728
"227"	"NLA06608-0254"	1	21	6	2007	47.96678307	-99.09494995	"ND"	"Region_8"	"TPL"	"9"	"9020201"	"NATURAL"	0.964719807	5.910788463	441.38	4	1.697617671	79.24552366
"228"	"NLA06608-0255"	1	7	8	2007	35.94835771	-85.31930179	"TN"	"Region_4"	"SAP"	"5"	"5130108"	"MAN-MADE"	0.275797198	3.912688048	565.35	5.2	2.101722466	29.11987367
"229"	"NLA06608-0257"	1	18	7	2007	48.54139505	-115.2253416	"MT"	"Region_8"	"WMT"	"17"	"17010101"	"MAN-MADE"	101.2762131	368.0398635	750	48.8	10.31659073	1.69454268
"230"	"NLA06608-0259"	1	14	6	2007	46.37421211	-98.99123974	"ND"	"Region_8"	"NPL"	"10"	"10160004"	"NATURAL"	0.103893516	1.740557562	593.82	1.7	1.523313305	81.78952116
"231"	"NLA06608-0260"	1	30	8	2007	36.67343618	-106.6907196	"NM"	"Region_6"	"WMT"	"13"	"13020102"	"MAN-MADE"	19.18981332	56.33589494	2181	48	3.627812984	7.461529622
"232"	"NLA06608-0268"	1	10	9	2007	35.50848975	-96.32121976	"OK"	"Region_6"	"SPL"	"11"	"11100303"	"MAN-MADE"	2.857856053	23.155508	236.95	7.8	3.86392961	3.800212608
"233"	"NLA06608-0271"	1	27	6	2007	40.47787067	-83.87906608	"OH"	"Region_5"	"TPL"	"5"	"5080001"	"NATURAL"	20.10568777	72.84914595	303.7	2	4.583107729	6.710008221
"234"	"NLA06608-0275"	1	21	6	2007	46.27199075	-99.38087643	"ND"	"Region_8"	"NPL"	"10"	"10130106"	"NATURAL"	0.562026163	3.367303315	599.68	2.7	1.267065422	19.94722145
"235"	"NLA06608-0276"	1	7	8	2007	38.77637097	-105.0043919	"CO"	"Region_8"	"WMT"	"11"	"11020002"	"MAN-MADE"	0.4033013	3.252266441	3323.93	13.7	1.444662418	24.83916102
"236"	"NLA06608-0277"	1	20	7	2007	42.6781739	-113.4006122	"ID"	"Region_10"	"XER"	"17"	"17040209"	"MAN-MADE"	33.95548853	65.96433816	1278.65	8.1	3.193370329	3.74318274
"237"	"NLA06608-0279"	1	8	8	2007	44.19244227	-93.8978566	"MN"	"Region_5"	"TPL"	"7"	"7020011"	"NATURAL"	1.86683289	9.456972	300.84	2.6	1.952515316	176.788656
"238"	"NLA06608-0280"	1	25	7	2007	32.08989492	-95.89426355	"TX"	"Region_6"	"CPL"	"12"	"12030201"	"MAN-MADE"	0.053611843	1.133240069	116.46	2.5	1.38065962	210.5049403
"239"	"NLA06608-0281"	1	20	6	2007	35.49457482	-80.57559837	"NC"	"Region_4"	"SAP"	"3"	"3040105"	"MAN-MADE"	0.950283888	11.62002925	196.08	4.2	3.36260308	11.56487147
"240"	"NLA06608-0283"	1	9	7	2007	32.51233098	-87.85257456	"AL"	"Region_4"	"CPL"	"3"	"3160106"	"MAN-MADE"	47.31475925	698.1088116	22.28	18.1	28.62990259	12.25667095
"241"	"NLA06608-0284"	1	30	7	2007	34.9138437	-98.73027981	"OK"	"Region_6"	"SPL"	"11"	"11130302"	"MAN-MADE"	0.165062926	2.847002159	466.76	1.3	1.976778893	14.15104596
"242"	"NLA06608-0285"	1	24	7	2007	38.55948746	-75.56227311	"DE"	"Region_3"	"CPL"	"2"	"2060008"	"MAN-MADE"	0.344588	4.701421	1.55	1.7	2.259301216	7.106882591
"243"	"NLA06608-0286"	1	8	8	2007	46.15225085	-88.82970363	"MI"	"Region_5"	"UMW"	"4"	"4030106"	"NATURAL"	0.556243386	4.03421	497.39	17.8	1.525882666	34.38911844
"244"	"NLA06608-0290"	1	11	7	2007	42.19565154	-120.5256858	"OR"	"Region_10"	"WMT"	"18"	"18020001"	"MAN-MADE"	0.592389278	4.591667887	1485	2.9	1.68291407	3.999258837
"245"	"NLA06608-0290"	2	10	9	2007	42.19565154	-120.5256858	"OR"	"Region_10"	"WMT"	"18"	"18020001"	"MAN-MADE"	0.592389278	4.591667887	1485	1.8	1.68291407	3.999258837
"246"	"NLA06608-0291"	1	11	7	2007	43.81382063	-88.99784821	"WI"	"Region_5"	"TPL"	"4"	"4030201"	"NATURAL"	31.04867993	43.79007843	242.59	49	2.216915914	7.527925891
"247"	"NLA06608-0293"	1	25	7	2007	41.38426053	-73.50316356	"CT"	"Region_1"	"NAP"	"1"	"1100005"	"NATURAL"	0.235524262	2.529444377	136.47	5.5	1.470287875	53.01916841
"248"	"NLA06608-0294"	1	26	6	2007	44.95223074	-72.11517323	"VT"	"Region_1"	"NAP"	"1"	"1110000"	"NATURAL"	0.761953394	4.825821319	312.01	5.1	1.559560051	31.82722929
"249"	"NLA06608-0295"	1	26	6	2007	45.18747233	-97.63176411	"SD"	"Region_8"	"TPL"	"10"	"10160010"	"NATURAL"	0.184312026	1.593378972	532.26	4.6	1.046977414	80.67893749
"250"	"NLA06608-0297"	1	24	7	2007	33.84097049	-81.67207159	"SC"	"Region_4"	"CPL"	"3"	"3050204"	"MAN-MADE"	0.040366747	0.841992475	186.93	2.7	1.182201216	377.5384695
"251"	"NLA06608-0299"	1	30	7	2007	41.45660059	-85.2449775	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.375227807	4.226690531	304.03	19.2	1.94647133	10.83110054
"252"	"NLA06608-0302"	1	23	6	2007	45.91703876	-97.02426153	"SD"	"Region_8"	"TPL"	"9"	"9020101"	"NATURAL"	0.126514457	1.326403228	355.11	2.5	1.051963233	80.67893749
"253"	"NLA06608-0303"	1	7	8	2007	41.08805669	-82.72837965	"OH"	"Region_5"	"TPL"	"4"	"4100012"	"MAN-MADE"	0.807189637	11.2785111	249.78	4.4	3.541270083	6.710008221
"254"	"NLA06608-0306"	1	16	7	2007	43.41788272	-119.4133477	"OR"	"Region_10"	"XER"	"17"	"17120004"	"MAN-MADE"	1.078299604	11.28290561	1268.55	1.5	3.065111661	4.084626797
"255"	"NLA06608-0312"	1	16	7	2007	38.81717464	-95.54639054	"KS"	"Region_7"	"TPL"	"10"	"10270104"	"MAN-MADE"	0.118597478	1.894827966	320.12	3.5	1.55212655	31.29402083
"256"	"NLA06608-0313"	1	13	7	2007	34.88602671	-79.6893777	"NC"	"Region_4"	"CPL"	"3"	"3040201"	"MAN-MADE"	0.156237424	2.023714011	85.14	2	1.444280912	93.75543666
"257"	"NLA06608-0318"	1	20	7	2007	47.46148555	-92.43469487	"MN"	"Region_5"	"UMW"	"4"	"4010201"	"NATURAL"	0.326482637	3.614687153	430.53	5.2	1.784578837	5.66008504
"258"	"NLA06608-0319"	1	22	7	2007	34.72229815	-83.11204858	"SC"	"Region_4"	"SAP"	"3"	"3060101"	"MAN-MADE"	1.007268008	15.69742468	265.78	3	4.412156979	8.238346086
"259"	"NLA06608-0324"	1	8	8	2007	36.94420902	-82.20271516	"VA"	"Region_3"	"SAP"	"6"	"6010205"	"MAN-MADE"	0.29682555	3.491132152	469.85	5.5	1.807634893	18.68349386
"260"	"NLA06608-0325"	1	17	7	2007	28.56369452	-81.43794893	"FL"	"Region_4"	"CPL"	"3"	"3080101"	"NATURAL"	0.628038282	4.21216489	26.24	3.3	1.499365015	2.082890779
